Netid State Recv-Q Send-Q                                          Local Address:Port     Peer Address:Port  Process
u_str ESTAB 0      0                        /run/user/1000/gvfsd/socket-yAwFFMq4 781582              * 775148       
u_str ESTAB 0      0                                                           * 27720               * 19877        
u_str ESTAB 0      0                                                           * 19732               * 17700        
u_str ESTAB 136    0                                                           * 830145              * 838679       
u_str ESTAB 0      0                                 /run/user/1000/pulse/native 827220              * 828228       
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 784873              * 787678       
u_str ESTAB 0      0                                                           * 21730               * 21729        
u_str ESTAB 0      0                                                           * 18790               * 25704        
u_str ESTAB 0      0                                                           * 17791               * 21679        
u_str ESTAB 0      0                                                           * 839696              * 838680       
u_str ESTAB 0      0                                                           * 802564              * 802565       
u_str ESTAB 0      0                                          /run/user/1000/bus 21663               * 20685        
u_str ESTAB 0      0                                                           * 23720               * 23721        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 10114               * 4961         
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 5925                * 10176        
u_str ESTAB 0      0                                                           * 787673              * 786633       
u_str ESTAB 0      0                                                           * 776491              * 773898       
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 734024              * 737471       
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 19772               * 21637        
u_str ESTAB 0      0                                                           * 807329              * 804177       
u_str ESTAB 0      0                                          @/tmp/.X11-unix/X1 800817              * 792561       
u_str ESTAB 0      0                                                           * 18752               * 20679        
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 8942                * 8941         
u_str ESTAB 0      0                                                           * 846180              * 846181       
u_str ESTAB 0      0                                                           * 831650              * 831651       
u_str ESTAB 0      0                                                           * 823077              * 823076       
u_str ESTAB 0      0                                                           * 23719               * 24661        
u_str ESTAB 0      0                                          /run/user/1000/bus 838680              * 839696       
u_str ESTAB 0      0                                                           * 821049              * 821048       
u_str ESTAB 0      0                                          /run/user/1000/bus 799516              * 807323       
u_dgr ESTAB 0      0                                                           * 15196               * 15195        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 14742               * 13958        
u_dgr ESTAB 0      0                                         /run/systemd/notify 6644                * 0            
u_str ESTAB 0      0                                                           * 787588              * 787587       
u_seq ESTAB 0      0                                                           * 779643              * 779642       
u_str ESTAB 0      3840                                       /run/user/1000/bus 19813               * 18792        
u_str ESTAB 0      0                                                           * 20670               * 17368        
u_dgr ESTAB 0      0                                                           * 11007               * 11008        
u_str ESTAB 0      0                                                           * 824885              * 824886       
u_str ESTAB 0      0                                                           * 809567              * 809566       
u_str ESTAB 0      0                                 /run/user/1000/pulse/native 776490              * 779525       
u_str ESTAB 0      0                                                           * 775144              * 783361       
u_str ESTAB 0      0                                 /run/user/1000/pulse/native 22730               * 17389        
u_str ESTAB 0      3840                                       /run/user/1000/bus 17386               * 20688        
u_str ESTAB 0      0                                                           * 23683               * 23684        
u_str ESTAB 0      0                                          @/tmp/.X11-unix/X0 826183              * 829046       
u_str ESTAB 0      0                                   /run/user/1000/at-spi/bus 15324               * 19731        
u_str ESTAB 0      0                                                           * 19820               * 16297        
u_str ESTAB 0      0                                                           * 17405               * 23784        
u_str ESTAB 0      0                                          /run/user/1000/bus 18770               * 17786        
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 22694               * 18756        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 6033                * 21535        
u_str ESTAB 0      0                                                           * 680                 * 681          
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 826910              * 828045       
u_str ESTAB 0      0                                                           * 775148              * 781582       
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 769840              * 777960       
u_str ESTAB 0      0                                   /run/user/1000/at-spi/bus 18767               * 20689        
u_str ESTAB 0      0                                                           * 19731               * 15324        
u_str ESTAB 0      0                                                           * 22567               * 17678        
u_str ESTAB 0      0                                          /run/user/1000/bus 18771               * 23783        
u_str ESTAB 0      0                                                           * 21510               * 5964         
u_str ESTAB 0      0                                                           * 17389               * 22730        
u_str ESTAB 0      0                                   /run/user/1000/at-spi/bus 18763               * 17768        
u_str ESTAB 0      3840                                       /run/user/1000/bus 17381               * 18762        
u_str ESTAB 0      0                                                           * 666                 * 15588        
u_str ESTAB 0      0                                                           * 14693               * 628          
u_str ESTAB 0      0                                                           * 824872              * 824873       
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 738626              * 734014       
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 27701               * 19862        
u_str ESTAB 0      0                                                           * 21668               * 18766        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 17588               * 15159        
u_str ESTAB 0      0                                                           * 829230              * 829229       
u_str ESTAB 0      0                                                           * 831631              * 831630       
u_seq ESTAB 0      0                                                           * 822847              * 822846       
u_str ESTAB 0      0                                          /run/user/1000/bus 5948                * 5102         
u_dgr ESTAB 0      0                                /run/systemd/journal/dev-log 6668                * 0            
u_str ESTAB 0      0                                                           * 834862              * 834863       
u_str ESTAB 0      0                                          /run/user/1000/bus 21623               * 23664        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 12200               * 10194        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 15636               * 14141        
u_dgr ESTAB 0      0                                                           * 8940                * 6668         
u_str ESTAB 0      0                                                           * 10736               * 9790         
u_dgr ESTAB 0      0                                 /run/systemd/journal/socket 6670                * 0            
u_str ESTAB 0      0                                                           * 828137              * 828136       
u_str ESTAB 0      768                                        @/tmp/.X11-unix/X0 826188              * 829832       
u_str ESTAB 0      0                                                           * 805092              * 801459       
u_str ESTAB 0      0                                                           * 781575              * 769837       
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 61501               * 56842        
u_str ESTAB 0      0                                 /run/dbus/system_bus_socket 21669               * 17769        
u_str ESTAB 0      0                                                           * 19748               * 15349        
u_str ESTAB 0      0                                                           * 16101               * 5092         
u_str ESTAB 0      0                                                           * 824886              * 824885       
u_str ESTAB 0      0                                                           * 18775               * 19812        
u_str ESTAB 0      0                                                           * 21666               * 25689        
u_str ESTAB 0      0                                                           * 831529              * 828046       
u_seq ESTAB 0      0                                                           * 802550              * 802549       
u_str ESTAB 0      0                                                           * 14141               * 15636        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 9790                * 10736        
u_str ESTAB 0      0                                                           * 834859              * 834858       
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 778540              * 773649       
u_str ESTAB 0      0                                    /run/user/1000/wayland-0 17367               * 23667        
u_dgr ESTAB 0      0                                                           * 15195               * 15196        
u_str ESTAB 0      0                                   /run/user/1000/at-spi/bus 825226              * 834922       
u_str ESTAB 0      0                                                           * 805392              * 805393       
u_str ESTAB 0      0                                                           * 17406               * 23785        
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 17390               * 17782        
u_str ESTAB 0      0                                    /run/user/1000/wayland-0 17370               * 18736        
u_str ESTAB 0      0                                                           * 19784               * 19785        
u_str ESTAB 0      0                                                           * 8941                * 8942         
u_str ESTAB 0      0                                                           * 829880              * 829879       
u_str ESTAB 0      2304                                       /run/user/1000/bus 794390              * 792565       
u_str ESTAB 0      0                                                           * 21642               * 6106         
u_str ESTAB 0      0                                 /run/systemd/journal/stdout 24609               * 16188        
u_seq ESTAB 0      0                                                      @1d542 822849              * 822850       
u_str ESTAB 0      0                    @ec8a73c0a3aa3dc0/bus/systemd/bus-system 15198               * 17207        
u_str ESTAB 0      0                 @aba5e3049c744844/bus/systemd-logind/system 8969                * 15604        
u_str ESTAB 0      0      @e6542f7946e04137/bus/systemd-timesyn/bus-api-timesync 15539               * 14725        
u_seq ESTAB 0      0                                                      @da751 829044              * 829045       
u_str ESTAB 0      0       @7c8b820bd7a32de7/bus/systemd-resolve/bus-api-resolve 8880                * 14724        
u_str ESTAB 0      0                  @dd3f7b4eb44d3f9a/bus/systemd/bus-api-user 5102                * 5948         
u_seq ESTAB 0      0                                                      @b3f61 822851              * 822852       
u_seq ESTAB 0      0                                                      @b690d 829045              * 829044       
u_str ESTAB 0      0              @1ee69a1a2c4ad80b/bus/systemd-oomd/bus-api-oom 5486                * 14723        
u_str ESTAB 0      0                @6a228cb856a6c4ad/bus/systemd/bus-api-system 15579               * 14728        
udp   ESTAB 0      0                                       10.130.157.210%enp2s0:bootpc     10.130.5.1:bootps       
tcp   ESTAB 0      0                                              10.130.157.210:32960   140.82.112.26:https        
tcp   ESTAB 0      0                                              10.130.157.210:45276  172.64.155.209:https        
tcp   ESTAB 0      0                                              10.130.157.210:46686  34.120.208.123:https        
tcp   ESTAB 0      0                                              10.130.157.210:33612    104.18.32.47:https        
tcp   ESTAB 0      0                                              10.130.157.210:44798     31.13.79.53:https        
tcp   ESTAB 0      0                                              10.130.157.210:56694   34.107.243.93:https        
